pmcid,pmid,doi,year,journal,title,is_rct,pub_types,n_code,n_data,code_urls,data_urls,on_request_only,das
PMC10873320,38365932,10.1038/s41598-024-53891-7,2024,Scientific reports,"Therapeutic effect of knee extension exercise with single-joint hybrid assistive limb following total knee arthroplasty: a prospective, randomized controlled trial",True,research-article Randomized Controlled Trial Journal Article,0,1,,figshare.com/s/fd1b4d146d6751ccd9f6,False,Data Availability Statement The datasets generated and/or analyzed during the current study are available on Figshare. The URL is https://figshare.com/s/fd1b4d146d6751ccd9f6 . The DOI is http://doi.org/ 10.6084/m9.figshare.23306126. The datasets generated and/or analyzed during the current study are available on Figshare. The URL is https://figshare.com/s/fd1b4d146d6751ccd9f6 . The DOI is http://doi.org/ 10.6084/m9.figshare.23306126. The datasets generated and/or analyzed during the current study are available on Figshare. The URL is https://figshare.com/s/fd1b4d146d6751ccd9f6 . The DOI is http://doi.org/ 10.6084/m9.figshare.23306126.
PMC11108169,38771888,10.1371/journal.pone.0302831,2024,PloS one,Effectiveness of structured exercise program on insulin resistance and quality of life in type 2 diabetes mellitus-A randomized controlled trial,True,research-article Randomized Controlled Trial Journal Article,0,1,,osf.io/b8nv7,False,Data Availability Statement All the files are available from the OSF registry database. ( https://osf.io/b8nv7 ). All the files are available from the OSF registry database. ( https://osf.io/b8nv7 ). All the files are available from the OSF registry database. ( https://osf.io/b8nv7 ).
PMC11516161,39466747,10.1371/journal.pone.0311206,2024,PloS one,"Effects of upper thoracic Mulligan mobilization on pain, range of motion and function in patients with mechanical neck pain: A randomized placebo-controlled trial",True,research-article Randomized Controlled Trial Journal Article,0,1,,zenodo.org/records/,False,The data underlying the results presented in the study are available from ( https://doi.org/10.5281/ zenodo.13270271 and https://zenodo.org/records/ 13270271). The data underlying the results presented in the study are available from ( https://doi.org/10.5281/ zenodo.13270271 and https://zenodo.org/records/ 13270271).
PMC11658635,39700238,10.1371/journal.pone.0314361,2024,PloS one,Effects of combining sensory-motor exercises with transcranial direct current stimulation on cortical processing and clinical symptoms in patients with lumbosacral radiculopathy: An exploratory random,True,research-article Randomized Controlled Trial Journal Article,0,1,,10.5061/dryad.qz612jmr8,False,Data relevant to this study are available from Dryad at https://doi.org/10.5061/dryad.qz612jmr8 . Data relevant to this study are available from Dryad at https://doi.org/10.5061/dryad.qz612jmr8 .
PMC11164989,38858464,10.1038/s41598-024-64046-z,2024,Scientific reports,Effectiveness of novel facial stretching with structured exercise versus conventional exercise for Bell's palsy: a single-blinded randomized clinical trial,True,research-article Randomized Controlled Trial Journal Article,0,1,,osf.io/uvw89,False,Data availability Data sheet and appendix are available from 10.17605/OSF.IO/UVW89.
PMC11171874,38891177,10.3390/healthcare12111101,2024,"Healthcare (Basel, Switzerland)",Pilot Randomized Controlled Trial of <i>Lymfit</i>: A Theory-Guided Exercise Intervention for Young Adults with Lymphoma,True,research-article Journal Article,0,1,,osf.io/n5abk,False,Data Availability Statement The original data presented in the study are openly available in the OSF data depository at doi: 10.17605/OSF.IO/N5ABK. The original data presented in the study are openly available in the OSF data depository at doi: 10.17605/OSF.IO/N5ABK. The original data presented in the study are openly available in the OSF data depository at doi: 10.17605/OSF.IO/N5ABK.
PMC10765911,38172973,10.1186/s12984-023-01300-x,2024,Journal of neuroengineering and rehabilitation,Effects of anodal tDCS on resting state eeg power and motor function in acute stroke: a randomized controlled trial,True,"Research Support, Non-U.S. Gov't research-article Randomized Controlle",0,1,,osf.io/5rmjc,False,Data Availability Statement The datasets analyzed during the current study are available in the OSF platform ( https://osf.io/5rmjc/ ). The datasets analyzed during the current study are available in the OSF platform ( https://osf.io/5rmjc/ ). The datasets analyzed during the current study are available in the OSF platform ( https://osf.io/5rmjc/ ).
PMC11485212,39054374,10.1038/s41591-024-03143-y,2024,Nature medicine,"Supervised, structured and individualized exercise in metastatic breast cancer: a randomized controlled trial",True,research-article Multicenter Study Randomized Controlled Trial Journal,1,0,github.com/anoukhiensch/preferable-effect.git,,False,"Data Availability Statement The data that support the findings of this study are not yet openly available owing to reasons of confidentiality. Researchers can request current data from the corresponding author (a.m.may@umcutrecht.nl). Pseudonymized data (including data dictionaries) will be made available through the Digital Research Environment, which is a trusted digital research environment that can be accessed at https://mydre.org . This will be carried out after the review and approval of a methodologically sound proposal by the General Assembly of PREFERABLE, with a signed data access agreement, which is in line with Ethics Committee requirements (The Ethics Committee of University Medical Center Utrecht, The Netherlands). Requests will be processed within 6 weeks. These files will be available from the date of publication until the date stated in the approved request. Once the PREFERABLE project has been fully completed, the database will be anonymized and shared using Dataverse"
PMC11322406,38459192,10.1007/s00421-024-05446-x,2024,European journal of applied physiology,Glucose ingestion before and after resistance training sessions does not augment ribosome biogenesis in healthy moderately trained young adults,True,research-article Randomized Controlled Trial Journal Article,1,0,github.com/kristianlian/ribose-paper,,False,Data availability The datasets generated during and analysed during the current study are available in the “ribose-paper” repository; https://github.com/Kristianlian/ribose-paper
PMC11123970,38794643,10.3390/nu16101405,2024,Nutrients,Placebo Effect of Caffeine on Physiological Parameters and Physical Performance,True,research-article Randomized Controlled Trial Journal Article,0,1,,10.5281/zenodo.10824782,False,Data Availability Statement The data presented in this study are available in Zenodo at DOI: 10.5281/zenodo.10824782. The data presented in this study are available in Zenodo at DOI: 10.5281/zenodo.10824782. The data presented in this study are available in Zenodo at DOI: 10.5281/zenodo.10824782.
PMC10809978,38274324,10.7717/peerj.16777,2024,PeerJ,Gaining more from doing less? The effects of a one-week deload period during supervised resistance training on muscular adaptations,True,"Research Support, Non-U.S. Gov't research-article Randomized Controlle",0,1,,osf.io/kdgv3,False,"The following information was supplied regarding data availability: The data and supplementary material are available at Open Science Framework: Schoenfeld, Brad J. 2023. “The Effects of a One-Week Deload Period during Regimented Resistance Training on Muscular Adaptations.” OSF. December 21. doi: 10.17605/OSF.IO/KDGV3 ."
PMC11467018,38710835,10.1007/s00421-024-05471-w,2024,European journal of applied physiology,Eight weeks of high-intensity interval training versus stretching do not change the psychoneuroendocrine response to a social stress test in emotionally impulsive humans,True,research-article Randomized Controlled Trial Journal Article,0,1,,osf.io/eu4zt,False,"Data availability The datasets (for the univariate analyses + correlations of Δ values, and for the correlations of stress markers at T0) are provided in Supplementary Materials B and C and can be accessed with the following link https://osf.io/eu4zt/ ."
PMC10706409,38063519,10.3390/ijerph20237088,2023,International journal of environmental research and pub,Comparison of Single and Combined Treatment with Exercise Therapy and Collagen Supplementation on Early Knee Arthritis among Athletes-A Quasi-Randomized Trial,True,research-article Randomized Controlled Trial Journal Article,0,1,,osf.io/v6y9p,False,Data Availability Statement Available on OSF–DOI 10.17605/OSF.IO/V6Y9P.
PMC10464113,37635226,10.1186/s13018-023-04118-4,2023,Journal of orthopaedic surgery and research,A clinical model to predict the progression of knee osteoarthritis: data from Dryad,True,research-article Randomized Controlled Trial Journal Article,0,1,,10.5061/dryad.79cnp5htv,False,"Data Availability Statement The data that support the findings of this study are available in Dryad at 10.5061/dryad.79cnp5htv, reference number: 10.5061/dryad.79cnp5htv. These data were derived from the following resources available in the public domain: Goel, Sagar (2021), Assessment of cardiovascular risk factors in patients with Knee Osteoarthritis, Dryad, Dataset, 10.5061/dryad.79cnp5htv. The data that support the findings of this study are available in Dryad at 10.5061/dryad.79cnp5htv, reference number: 10.5061/dryad.79cnp5htv. These data were derived from the following resources available in the public domain: Goel, Sagar (2021), Assessment of cardiovascular risk factors in patients with Knee Osteoarthritis, Dryad, Dataset, 10.5061/dryad.79cnp5htv. The data that support the findings of this study are available in Dryad at 10.5061/dryad.79cnp5htv, reference number: 10.5061/dryad.79cnp5htv. These data were derived from the following resources available in the public domain: Goel, "
